date,user,is_retweet,is_quote,text,quoted_text,,,,,,,,,,,
2021-03-16 21:22:05,FIUPM,True,False,"RT @mitpress: Expert in #communication and mass media @Caitlinring provides a critical contribution to our Essential Knowledge Series. ""Hat…",,,,,,,,,,,,
2021-03-16 21:22:05,cuteandsassy547,True,True,RT @RMac18: In defending Facebook from the MIT Review story last week, FB chief AI scientist @ylecun made some incorrect statements in this…,@BloombergME No. ,,,,,,,,,,
Hate speech, bullying, and calls to violence are taken down.,,,,,,,,,,,,,,
Last quarter, AI systems took down 94.7% of the speech preemptively.,,,,,,,,,,,,,,,
In fact, thresholds were lowered in advance of the US elections to tone things down. 1/2,,,,,,,,,,,,,,,
2021-03-16 21:22:06,jayden_1824,False,False,While I stand against hate speech, I do agree that we need to establish what it really is. #humedialit,,,,,,,,,,,
2021-03-16 21:22:11,Guaterlily,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:22:26,JoeLoudGuy,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:22:26,MegaEdinburgh,True,False,RT @ScotTories: The SNP have passed one of the most extreme and outrageous laws in the history of the Scottish Parliament, backed by Labour…,,,,,,,,,,,
2021-03-16 21:22:30,goddamncapital,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:22:38,45_FT20,True,True,RT @pnjkrull: Who is your patient advocate.  Get hold of the American Legion or DAV both organizations go to bat for veteran's rights. Get…,I hate that I have had to set up a fund.  Oh the humility.  Note to self,  suck it up,  buttercup.  @DeptVetAffairs @VAHouston have left me hanging on a temp 100 claim.  The VA installed a plate and screws, put in claim... And 3.5 months later?  Begging. https://t.co/3P00p0wWIW,,,,,,,,
2021-03-16 21:22:42,hypnocoach183,True,False,RT @VABVOX: Stop confusing hate speech with free speech. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
That's the tweet.,,,,,,,,,,,,,,,,
2021-03-16 21:22:46,ORARiccardo,False,True,molto su cui riflettere,In defending Facebook from the MIT Review story last week, FB chief AI scientist @ylecun made some incorrect statements in this tweet. For one," AI systems did not ""preemptively"" take down 94.7% of what is deemed hate speech on the platform. I'll explain:",,,,,,,,,
https://t.co/rD64vJd0jF,,,,,,,,,,,,,,,,
2021-03-16 21:22:53,matthew_podszus,False,False,Ultimately, there’s a limit to de-platforming channels for hate speech. Eventually you have to come to terms with where all that hate is coming from,,,,,,,,,,,
2021-03-16 21:23:06,magisbac,False,False,@JoeLengua @DevinitelyDev @justinbaragona Being racist isn't hate speech?,,,,,,,,,,,,
2021-03-16 21:23:12,Dominiquetd,True,False,"RT @StanCollymore: ""There's no institutional racism in journalism/broadcasting"," it's the best person for the job!""",,,,,,,,,,,
,,,,,,,,,,,,,,,,
Julie Burchill still at…,,,,,,,,,,,,,,,,
2021-03-16 21:23:17,FalloutNewBrian,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:23:19,j_jwill25,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:23:24,tma285,True,False,RT @VABVOX: Stop confusing hate speech with free speech. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
That's the tweet.,,,,,,,,,,,,,,,,
2021-03-16 21:23:41,cryyystal_clear,False,False,I hate seeing these posts about how funny tRump is. There is nothing comical about his speech or mannerisms. He is dangerous to all of us and can't be minimized because you think he's funny.,,,,,,,,,,,,
2021-03-16 21:23:45,kattmadi,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,,,,,,,,,,,
2021-03-16 21:23:50,lumatome,False,False,@LouisLeVau He'll probably be jailed for hate speech lol,,,,,,,,,,,,
2021-03-16 21:23:55,lamarhimself,True,True,RT @jordyinit: This is hate speech.,Men will get on to women for being into star signs, these niggas will PRETEND to be a manager for a whole FOOTBALL TEAM. 😭,,,,,,,,,,
2021-03-16 21:24:08,foconnorr,False,False,Unsurprisingly the tories only love free speech when its their platform to sprout racist, homophobic and xenophobic hate #PoliceCrackdownBill #ToryDictatorship,,,,,,,,,,,
2021-03-16 21:24:08,SeanTBD,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:24:09,azeem,True,True,RT @RMac18: In defending Facebook from the MIT Review story last week, FB chief AI scientist @ylecun made some incorrect statements in this…,@BloombergME No. ,,,,,,,,,,
Hate speech, bullying, and calls to violence are taken down.,,,,,,,,,,,,,,
Last quarter, AI systems took down 94.7% of the speech preemptively.,,,,,,,,,,,,,,,
In fact, thresholds were lowered in advance of the US elections to tone things down. 1/2,,,,,,,,,,,,,,,
2021-03-16 21:24:10,meditatedJess,False,False,@jbouie Hey @YouTube this is disgusting and needs to be removed for hate speech immediately.,,,,,,,,,,,,
2021-03-16 21:24:13,itsnianow,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:24:22,Aman02696504,True,False,RT @YoditTessema6: It is the style of #TPLF diaspora cliques to defame Ethiopia, proliferate ethnic violence, hate speech, and discriminati…,,,,,,,,,
2021-03-16 21:24:24,belleentropie,True,False,RT @real1776CC: Your outrage requires nothing of me. Until we rescind our First Amendment that says I can speak my mind without fear of rep…,,,,,,,,,,,,
2021-03-16 21:24:25,defineterrorist,False,False,A person who graffitis hate speech on a mosque in the pursuit of burning this motherfucker down, esp. An activist.,,,,,,,,,,,
2021-03-16 21:24:27,Ess50542616,True,False,RT @ByrneBarry: @FlowersEnglish @MickeyD44314901 @Shareaholic The article needs serious reading.,,,,,,,,,,,,
The guy is so hard line he was banned from…,,,,,,,,,,,,,,,,
2021-03-16 21:24:30,Ms_Deathwish,False,False,"@TheFemBat_ I got a 7 day ban on Facebook for saying..and I quote...""Fucking Americans 🤣"" ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Hate speech"" apparently,
2021-03-16 21:24:36,bigbitterenby,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. 

https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb
2021-03-16 21:24:40,_S0ki_,True,True,RT @djmuel_: Capitalism loves whatever's profitable.
Including hate-speech. https://t.co/OZeIBxhIE0,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. 

https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb
2021-03-16 21:24:46,belleentropie,False,True,This!,Your outrage requires nothing of me. Until we rescind our First Amendment that says I can speak my mind without fear of reprisal (from the military now, apparently) then you and your manufactured outrage can KMA. Stop conflating speech you hate with ""hate speech.",,,,,,,,,,,,,,,,
2021-03-16 21:24:52,BovineRage,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:24:53,stephypie15,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:24:55,Shivoa,False,True,"Didn't these precise media chuckleheads tell us not very long ago that ""we died [somehow] for your freedom"" &amp", so we should bow before hate speech &amp, racists on plinths? But now the removal of those rights is being made even more explicit, they have no shame about previous claims?,This is a government of bottomlessly corrupt, truthless swine beholden to the mean-as-fuck, home-owning chubby old folk that elected them specifically to stomp on everyone they don’t like, usually people poorer then them, and any analysis that doesn’t start there is worthless. https://t.co/shkxAKwwaf,,,,
2021-03-16 21:25:01,erik_vdw,True,True,RT @chrisjanssensVB: Een minister die een partij van 800.000 kiezers in het Vlaams Parlement vergelijkt met nazi’s en daarmee het liquidere…,Goed dat Elbers niet in het VAF zal zetelen. Maar zoals te verwachten blijft VB flirten met homofobie en blijft ze LGBTQI+ problematiseren (“transgenderwaanzin”). Homohaat is voor Van Grieken een legitieme mening. Not. Het is de taal die de daad vooraf gaat.,,,,,,,,,,,
2021-03-16 21:25:05,LRRHBakery,False,False,@TheAliceSmith They didn't outlaw hate. ,,,,,,,,,,,,
They outlawed hate speech.,,,,,,,,,,,,,,,,
2021-03-16 21:25:08,homedepoth0tdog,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:25:11,yulfiyandika,False,False,Tapi kalo untuk masalah sepele kek, diomongin orang, dibenci orang, atau ada hate speech apapun itu yang diperuntukan untuk kamu, jadi bodoamat aja gitu, toh hak mereka mau suka atau engga. Udah si, sorry pagi pagi nyampah,,,,,,
2021-03-16 21:25:16,er0cas,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:25:23,galacticphobos,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:25:26,AdiamTesfai,True,False,RT @EssayasWorkneh: It is the style of #TPLF diaspora cliques to defame Ethiopia, proliferate ethnic violence, hate speech, and discriminat…,,,,,,,,,
2021-03-16 21:25:35,mustardenemy,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:25:39,JUDGEJUSTIN777,True,False,RT @UrbanLo: If SA keeps on tolerating the destructiveness of the EFF, we will reap a whirlwind one day. All hate-speech is wrong.  All agg…,,,,,,,,,,,
2021-03-16 21:25:47,winstolf,False,False,@Ms_Deathwish They love it until it's their freedom of speech that's silenced, then all of a sudden they were with us all along. Man I've grown to hate this country, I'm moving to New Zealand (once I magically find a load of money),,,,,,,,,,
2021-03-16 21:25:48,see_missie,False,False,In as much as his arrest is a win, I hate that the officials deemed it fit to use it as an opportunity to give a “girls keep yourselves” speech. How do you tell victims and potential victims to keep themselves from predators!?? Mad people in that school.,,,,,,,,,,,
2021-03-16 21:25:50,GalTigr48579043,True,False,RT @Alula_Solomon: After vandalizing and destroying clinics and hospitals in #Tigray, #Ethiopian soldiers of Amhara origin wrote the follow…,,,,,,,,,,,
2021-03-16 21:26:00,Leah_janelle24,False,False,It would be extremely hard fof the government to control hate speech because the concept of what is hateful is based off individual opinion and is always evolving #humedialit,,,,,,,,,,,,
2021-03-16 21:26:14,PatouArt,True,False,RT @VABVOX: Stop confusing hate speech with free speech. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
That's the tweet.,,,,,,,,,,,,,,,,
2021-03-16 21:26:16,PidgeGauss,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:26:25,Xereyeus,True,True,RT @RMac18: In defending Facebook from the MIT Review story last week, FB chief AI scientist @ylecun made some incorrect statements in this…,@BloombergME No. ,,,,,,,,,,
Hate speech, bullying, and calls to violence are taken down.,,,,,,,,,,,,,,
Last quarter, AI systems took down 94.7% of the speech preemptively.,,,,,,,,,,,,,,,
In fact, thresholds were lowered in advance of the US elections to tone things down. 1/2,,,,,,,,,,,,,,,
2021-03-16 21:26:25,Thenerdstardust,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:26:33,jdbjuicy,True,False,RT @Juicyyxoxo_: Instagram be reporting my stories for the dumbest shit, how is me saying “men are stupid” a hate speech 🙄 ,,,,,,,,,,,
INSTAGRAM HATES…,,,,,,,,,,,,,,,,
2021-03-16 21:26:40,atdestanie,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:26:51,edwinxross,False,False,While hate speech ~should~ not be protected by the first amendment, I have zero faith that it could be enforced fairly (like most other things in this country) #humedialit,,,,,,,,,,,
2021-03-16 21:26:59,CamZilla94,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-16 21:27:11,engineerdagi,False,True,@SocialistChurch Check this out too,ALERT!,,,,,,,,,,,
#AlulaSolomon tried to criminalize #Ethiopian soldiers of #Amhara origin as if they wrote the following hate speech. However," Amharas do not spell the Amharic letter ""አ"" as “ኣ"". It’s only Tigrians who do spell &amp"," write the Amharic letter ""ኣ"".",,,,,,,,,,,,,,
#TPLFLies #EthiopiaPrevails https://t.co/4froYJUFmz,,,,,,,,,,,,,,,,
